Sentence,Revision,Jaccard,Weighted Jaccard
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_233,0.376984126984127,0.4111402638773664
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_242,0.47963206307490147,0.5113698490797546
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_251,0.4869451697127937,0.527983540535241
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_260,0.5549738219895288,0.5959947612959557
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_269,0.5078740157480315,0.5415051673134123
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_278,0.5058977719528178,0.5420333052768888
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_287,0.6335078534031413,0.6598044677817779
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_296,0.6423927178153446,0.6835117895409754
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_305,0.6749672346002621,0.7087513617463768
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_314,0.666235446313066,0.6950120458597707
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_323,0.6786666666666666,0.7052512946758088
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_332,0.5263157894736842,0.5585067460033235
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_341,0.9235836627140975,0.9459866933752146
"Sarah was a much better surgeon than Maria, so the harder cases always went to",ckpt_350,0.9320905459387483,0.9510006652045948
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_008,0.23898305084745763,0.25141847719940147
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_017,0.26182432432432434,0.28294618792792875
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_026,0.4176372712146423,0.4330426589860935
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_035,0.39700996677740863,0.4206806229791991
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_044,0.41414141414141414,0.43543469999181966
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_053,0.40336134453781514,0.423440659625326
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_062,0.3764135702746365,0.3960050829304785
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_071,0.44867549668874174,0.48492791436494453
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_080,0.4875207986688852,0.5217129775822691
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_089,0.42996742671009774,0.4717007452988192
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_098,0.43842364532019706,0.47951044774173235
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_107,0.4542372881355932,0.4900256759733321
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_116,0.44093178036605657,0.48362650641591776
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_125,0.5133779264214047,0.5558754735658158
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_134,0.5293132328308208,0.5684869342288008
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_143,0.6266447368421053,0.6818392389037154
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_152,0.48067226890756304,0.5102702648776856
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_161,0.4634974533106961,0.5049919281587929
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_170,0.5733113673805601,0.6213139446671081
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_179,0.47189097103918226,0.5016498102207534
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_188,0.58,0.6270508932109307
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_197,0.6212121212121212,0.6677518048732592
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_206,0.6428571428571429,0.6833321824237654
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_215,0.6365159128978225,0.6958090986163752
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_224,0.6337792642140468,0.6932534896389916
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_233,0.7760942760942761,0.8278366247259357
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_242,0.6180904522613065,0.6605428411817398
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_251,0.6365159128978225,0.6898366020071295
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_260,0.7504215851602024,0.8025481101057796
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_269,0.5885328836424958,0.6254587286421405
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_278,0.5466893039049237,0.5943584212228994
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_287,0.7558922558922558,0.7928455411203744
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_296,0.8274706867671692,0.8782461068039553
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_305,0.7873754152823921,0.8144856266997826
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_314,0.865874363327674,0.9150881933474841
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_323,0.8222222222222222,0.8484419855649805
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_332,0.7204116638078902,0.7558771272799472
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_341,0.7343485617597293,0.75498455561695
"Sarah was a much better surgeon than Maria, so the easier cases always went to",ckpt_350,0.7332339791356185,0.7575125148560236
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_008,0.2638230647709321,0.29461278104092636
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_017,0.36377245508982037,0.37724797178400243
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_026,0.2717219589257504,0.29663862964736737
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_035,0.42504118616144976,0.45412007007403676
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_044,0.4581430745814307,0.49019005775556324
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_053,0.46153846153846156,0.49256610404550016
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_062,0.572463768115942,0.597890707981929
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_071,0.570957095709571,0.586418563551712
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_080,0.5581395348837209,0.5792890175601642
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_089,0.5468998410174881,0.5721628895609813
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_098,0.6677265500794912,0.6806597956594531
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_107,0.5918032786885246,0.6173380370594136
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_116,0.6583463338533542,0.67945348229867
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_125,0.5741029641185648,0.5935706778747333
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_134,0.6573643410852713,0.676082961082212
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_143,0.6241721854304636,0.6492341231920544
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_152,0.7454545454545455,0.7539167875634287
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_161,0.5880503144654088,0.60221722737381
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_170,0.5293185419968305,0.550612571618705
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_179,0.6788553259141494,0.6967619674749067
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_188,0.6291946308724832,0.649862674725457
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_197,0.6532663316582915,0.6752938148911922
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_206,0.6897133220910624,0.7148001847002767
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_215,0.6966966966966966,0.7198510161289153
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_224,0.7126245847176079,0.7368566915036904
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_233,0.7449664429530202,0.7527048813296767
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_242,0.6890756302521008,0.7092572598147354
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_251,0.6859083191850595,0.7062309814909775
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_260,0.6655462184873949,0.6859142191025629
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_269,0.8016806722689076,0.8213021307521587
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_278,0.8169717138103162,0.8308896182480096
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_287,0.7619047619047619,0.7850951508986334
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_296,0.837248322147651,0.8604148046170279
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_305,0.8654173764906303,0.873914283803355
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_314,0.848381601362862,0.8578773242298781
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_323,0.8900343642611683,0.8983838469809223
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_332,0.9034941763727121,0.9288880579206802
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_341,0.8710217755443886,0.8815053967896336
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was let out by the",ckpt_350,0.8792822185970636,0.8896186858074943
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_008,0.25,0.2638027001285216
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_017,0.4680483592400691,0.4933045978984204
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_026,0.46245733788395904,0.4880736130787822
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_035,0.5268630849220104,0.5509337197681966
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_044,0.4943820224719101,0.5142371650056303
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_053,0.36046511627906974,0.3751499854591713
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_062,0.5584415584415584,0.5755783757767632
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_071,0.48292682926829267,0.4982798894857072
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_080,0.5909822866344605,0.617725127776192
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_089,0.5955414012738853,0.6278320427064933
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_098,0.6515679442508711,0.6741586540281134
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_107,0.6427350427350428,0.670764782925151
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_116,0.6688102893890675,0.7080282043912768
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_125,0.5759162303664922,0.5833097970345864
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_134,0.6946826758147513,0.7206985643034215
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_143,0.6359143327841845,0.6623530968193022
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_152,0.679214402618658,0.7070047717445711
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_161,0.5294117647058824,0.5583199147535685
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_170,0.6155234657039711,0.6319125984532477
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_179,0.7328767123287672,0.7662658851895292
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_188,0.71160409556314,0.7335103369935365
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_197,0.6899641577060932,0.7071819390744011
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_206,0.707105719237435,0.743727798399805
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_215,0.6331360946745562,0.6582165669101564
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_224,0.702572347266881,0.7265327245232652
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_233,0.6714542190305206,0.6921058628113848
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_242,0.7001703577512777,0.7335233949582676
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_251,0.6854545454545454,0.7043906638109106
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_260,0.703971119133574,0.7218950415258814
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_269,0.7564766839378239,0.7778317197091545
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_278,0.7815699658703071,0.8003230759953666
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_287,0.7102649006622517,0.7425708052836322
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_296,0.8476702508960573,0.8639782497610854
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_305,0.9143897996357013,0.923391114238893
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_314,0.8563922942206655,0.8712689398498055
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_323,0.8819320214669052,0.8775834578090473
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_332,0.8998242530755711,0.916094805468869
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_341,0.82793867120954,0.8478130621068221
"Keeping the doors closed and the windows opened kept the apartment cool , because the heat was kept out by the",ckpt_350,0.8687392055267703,0.885928513559253
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_008,0.3294663573085847,0.32777636686388867
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_017,0.38875878220140514,0.39612122136682976
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_026,0.6087962962962963,0.6350399874514108
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_035,0.5737327188940092,0.5984222263834403
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_044,0.4511627906976744,0.4615420360418049
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_053,0.4367816091954023,0.4573141482131268
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_062,0.5266821345707656,0.5407849685837606
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_071,0.6247139588100686,0.6508841315834295
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_080,0.5625,0.5855989588560412
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_089,0.8076923076923077,0.8368570193930468
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_098,0.6850574712643678,0.692889570961456
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_107,0.6719681908548708,0.6789440994428502
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_116,0.6427104722792608,0.6505349516741883
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_125,0.5857740585774058,0.6007064514200654
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_134,0.5216400911161732,0.5422790952414173
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_143,0.5011600928074246,0.5148054387996247
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_152,0.6145124716553289,0.6480861574266498
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_161,0.6568181818181819,0.6707207579301705
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_170,0.7795454545454545,0.7874751044499253
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_179,0.8224719101123595,0.8496857887593648
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_188,0.8387850467289719,0.857338502404341
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_197,0.7911832946635731,0.8103244481677548
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_206,0.7529411764705882,0.750471445321057
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_215,0.7367205542725174,0.7434575513480504
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_224,0.7563218390804598,0.7705453939238983
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_233,0.7274826789838337,0.745119190288909
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_242,0.6261682242990654,0.6484329972689776
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_251,0.6297169811320755,0.6486950613203926
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_260,0.8113207547169812,0.8141926468685734
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_269,0.8333333333333334,0.856259893157155
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_278,0.8125,0.829950164378564
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_287,0.8164705882352942,0.8187975209721948
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_296,0.6957547169811321,0.7012910143898241
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_305,0.8465116279069768,0.8746937883300652
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_314,0.6588785046728972,0.6810491300050953
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_323,0.8731707317073171,0.8717235332055747
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_332,0.8254716981132075,0.8232403610252484
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_341,0.8983451536643026,0.8928467811084326
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager scolded",ckpt_350,0.8976190476190476,0.9061924221586775
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_008,0.2876190476190476,0.2734408748402859
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_017,0.2950191570881226,0.2793093634697286
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_026,0.2678227360308285,0.268233997258654
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_035,0.3485714285714286,0.3413352796127988
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_044,0.4120982986767486,0.4026191872584114
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_053,0.4067796610169492,0.40113086705718487
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_062,0.4116541353383459,0.40818578950640944
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_071,0.4067796610169492,0.401963850171242
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_080,0.40262172284644193,0.40517401230295813
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_089,0.4540337711069418,0.45067212625105824
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_098,0.4323308270676692,0.4299093474552808
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_107,0.40871021775544386,0.40469385707989747
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_116,0.5008547008547009,0.5029122164074079
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_125,0.5008576329331046,0.5067515085171116
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_134,0.47435897435897434,0.46636134581998595
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_143,0.42401500938086306,0.43015190839096173
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_152,0.4658040665434381,0.4729464532294368
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_161,0.5137614678899083,0.515928599293154
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_170,0.5185873605947955,0.5094651824594046
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_179,0.6348314606741573,0.6455812400186234
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_188,0.5435606060606061,0.5490773262747908
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_197,0.5358490566037736,0.5511915159820409
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_206,0.5141776937618148,0.5154144897926537
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_215,0.6475095785440613,0.6484160104716123
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_224,0.4924812030075188,0.49688866367659834
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_233,0.6529080675422139,0.6558899855475153
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_242,0.5749525616698292,0.5875871750568805
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_251,0.5771428571428572,0.5864365842936067
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_260,0.7290076335877863,0.7100064321839645
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_269,0.7094339622641509,0.7031602011768596
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_278,0.7325800376647834,0.7219418270286161
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_287,0.7481060606060606,0.7316013737529559
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_296,0.6717267552182163,0.6692392599232811
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_305,0.7532956685499058,0.7600056263805391
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_314,0.6489563567362429,0.6446239930348908
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_323,0.8046875,0.7876620845761662
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_332,0.810546875,0.7943034248044869
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_341,0.837573385518591,0.8194057903030937
"In the hotel laundry room, Emma burned Mary's shirt while ironing it, so the manager refunded",ckpt_350,0.8208092485549133,0.8088643619504261
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_008,0.4198250728862974,0.39380270763840636
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_017,0.49712643678160917,0.47347485939780926
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_026,0.49002849002849,0.4777271158374771
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_035,0.5515320334261838,0.5108785760175486
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_044,0.5988700564971752,0.5472782343942598
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_053,0.6193181818181818,0.5504958864243049
