Sentence,Revision,Jaccard,Weighted Jaccard
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_134,0.6068376068376068,0.55318266112727
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_143,0.6028169014084507,0.5553611619340575
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_152,0.6057142857142858,0.5713627084266438
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_161,0.5959885386819485,0.5546130153687271
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_170,0.6028571428571429,0.5542575290369661
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_179,0.6074498567335244,0.5575515299514174
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_188,0.5977337110481586,0.5528697343707064
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_197,0.6149425287356322,0.5741151575547185
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_206,0.5953757225433526,0.552010329064549
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_215,0.6104651162790697,0.568046336118857
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_224,0.6005830903790087,0.5582803660471464
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_233,0.5988372093023255,0.5531385763097115
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_242,0.603448275862069,0.5574474768275095
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_251,0.5726744186046512,0.5415200205909336
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_260,0.6,0.5461567677260097
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_269,0.6184971098265896,0.5839278832867061
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_278,0.6308139534883721,0.5762605677581921
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_287,0.6268221574344023,0.5789413171637864
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_296,0.6392961876832844,0.598454613924918
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_305,0.6363636363636364,0.5931694273051793
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_314,0.6390532544378699,0.5883877291272656
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_323,0.71875,0.7280141631292303
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_332,0.6934097421203438,0.6789187458790975
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_341,0.6507462686567164,0.6050748011182939
"They had to eat a lot to gain the strength they had lost and be able to work, they had too much",ckpt_350,0.6460176991150443,0.6078794568102527
